Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz,planeCount
2833,0,0,0,0,414,109,3356,979,4335,-0.0531922,0.0575306,-0.996926,0
2523,0,0,0,0,404,103,3030,886,3916,0.0121387,0.0190871,-0.999744,0
2655,0,0,0,0,444,105,3204,883,4087,0.00912808,0.0160419,-0.99983,0
2581,0,0,0,0,407,99,3087,821,3908,0.00899593,0.0228034,-0.999699,0
2533,0,0,0,0,456,101,3090,780,3870,0.00553485,0.019214,-0.9998,0
2647,0,0,0,0,409,99,3155,748,3903,0.00390713,0.0234543,-0.999717,0
2562,0,0,0,0,522,118,3202,819,4021,0.00234038,0.0171394,-0.99985,0
2637,0,0,0,0,404,102,3143,832,3975,-0.00486668,0.0316284,-0.999488,0
2760,0,0,0,0,581,120,3461,812,4273,0.00922764,0.0115575,-0.999891,0
2766,0,0,0,0,412,98,3276,762,4038,0.0132024,0.0332021,-0.999361,0
2650,0,0,0,0,408,103,3161,742,3903,0.0065529,0.0189823,-0.999798,0
2558,0,0,0,0,517,104,3179,824,4003,0.00216633,0.0443152,-0.999015,0
2521,0,0,0,0,447,101,3069,732,3801,0.0098224,0.0319629,-0.999441,0
2662,0,0,0,0,406,102,3170,842,4012,0.0113433,0.0198048,-0.99974,0
2623,0,0,0,0,518,108,3249,822,4071,-0.00131274,0.0200973,-0.999797,0
2535,0,0,0,0,400,101,3036,752,3788,0.00964527,0.0197993,-0.999757,0
2619,0,0,0,0,405,106,3130,855,3985,0.00640917,0.0269825,-0.999615,0
2610,0,0,0,0,400,98,3108,796,3904,0.0133125,0.0355992,-0.999277,0
2702,0,0,0,0,424,107,3233,815,4048,0.00964751,0.0208548,-0.999736,0
2567,0,0,0,0,404,99,3070,831,3901,0.00710478,0.0257572,-0.999643,0
2602,0,0,0,0,519,107,3228,873,4101,0.00516769,0.023536,-0.99971,0
2560,0,0,0,0,409,103,3072,774,3846,0.0116352,0.0142168,-0.999831,0
2618,0,0,0,0,444,101,3163,812,3975,0.0077312,0.0344386,-0.999377,0
2639,0,0,0,0,445,104,3188,713,3901,0.0105578,0.0168236,-0.999803,0
2671,0,0,0,0,429,118,3218,791,4009,0.00559251,0.0184564,-0.999814,0
2559,0,0,0,0,422,100,3081,735,3816,0.0102579,0.0251281,-0.999632,0
2527,0,0,0,0,425,102,3054,904,3958,-0.0029531,0.0276796,-0.999612,0
2557,0,0,0,0,415,98,3070,784,3854,0.00875307,0.0160416,-0.999833,0
2595,0,0,0,0,456,117,3168,777,3945,0.0130937,0.0182722,-0.999747,0
2524,0,0,0,0,426,109,3059,743,3802,0.00825475,0.0286952,-0.999554,0
2551,0,0,0,0,416,100,3067,863,3930,0.0196701,0.0502656,-0.998542,0
2500,0,0,0,0,433,115,3048,875,3923,0.00904843,0.0377621,-0.999246,0
2523,0,0,0,0,477,297,3297,868,4165,0.00656965,0.0191672,-0.999795,0
2552,0,0,0,0,409,106,3067,780,3847,0.00718963,0.0169734,-0.99983,0
2575,0,0,0,0,410,100,3085,779,3864,-0.00800212,0.0242444,-0.999674,0
2500,0,0,0,0,442,99,3041,785,3826,0.00607376,0.0218705,-0.999742,0
2681,0,0,0,0,525,114,3320,843,4163,0.0118519,0.0211607,-0.999706,0
2576,0,0,0,0,494,119,3189,775,3964,0.00756025,0.0399829,-0.999172,0
2640,0,0,0,0,410,115,3165,795,3960,0.00410255,0.0209978,-0.999771,0
2634,0,0,0,0,457,97,3188,873,4061,0.0127396,0.0223168,-0.99967,0
2669,0,0,0,0,407,150,3226,774,4000,0.00900939,0.0215051,-0.999728,0
2629,0,0,0,0,409,98,3136,787,3923,0.00888116,0.02349,-0.999685,0
2649,0,0,0,0,538,112,3299,853,4152,0.015283,0.0319601,-0.999372,0
2515,0,0,0,0,398,98,3011,861,3872,0.00583623,0.0153718,-0.999865,0
2583,0,0,0,0,509,124,3216,777,3993,-0.00892363,0.0505169,-0.998683,0
2622,0,0,0,0,445,175,3242,835,4077,0.0074684,0.0202398,-0.999767,0
2618,0,0,0,0,407,103,3128,869,3997,0.0121404,0.00607354,-0.999908,0
2574,0,0,0,0,393,96,3063,779,3842,0.00506095,0.0191728,-0.999803,0
2631,0,0,0,0,396,162,3189,935,4124,0.00587374,0.0415555,-0.999119,0
2617,0,0,0,0,455,101,3173,860,4033,0.0144491,0.028655,-0.999485,0
2533,0,0,0,0,449,103,3085,744,3829,-0.00562739,0.0444447,-0.998996,0
2576,0,0,0,0,453,97,3126,859,3985,0.00640748,0.0244283,-0.999681,0
2582,0,0,0,0,432,116,3130,794,3924,0.00580463,0.0245149,-0.999683,0
2668,0,0,0,0,402,96,3166,775,3941,0.00435971,0.0223553,-0.999741,0
2606,0,0,0,0,446,105,3157,735,3892,0.00214686,0.0187864,-0.999821,0
2553,0,0,0,0,404,97,3054,889,3943,0.0156424,0.0203514,-0.999671,0
2647,0,0,0,0,413,98,3158,852,4010,0.00642943,0.0245332,-0.999678,0
2815,0,0,0,0,462,123,3400,813,4213,0.0113661,0.0400772,-0.999132,0
2647,0,0,0,0,439,119,3205,776,3981,0.0092538,0.026922,-0.999595,0
2665,0,0,0,0,409,113,3187,864,4051,-0.00122886,0.0215824,-0.999766,0
2718,0,0,0,0,487,138,3343,906,4249,0.00891517,0.0206558,-0.999747,0
2783,0,0,0,0,417,99,3299,773,4072,0.00758052,0.0224525,-0.999719,0
2563,0,0,0,0,467,101,3131,736,3867,0.0115898,0.0165878,-0.999795,0
2686,0,0,0,0,449,117,3252,867,4119,0.00203678,0.0186814,-0.999823,0
2608,0,0,0,0,425,122,3155,937,4092,0.00388717,0.0180074,-0.99983,0
2693,0,0,0,0,403,115,3211,811,4022,0.00956623,0.0124996,-0.999876,0
2623,0,0,0,0,409,113,3145,797,3942,0.00904239,0.0206072,-0.999747,0
3550,0,0,0,0,476,114,4140,737,4877,0.00425401,0.0260982,-0.99965,0
2584,0,0,0,0,404,105,3093,877,3970,-0.00335998,0.0479097,-0.998846,0
2679,0,0,0,0,403,102,3184,776,3960,-0.00834605,0.0384803,-0.999225,0
2482,0,0,0,0,428,107,3017,755,3772,0.00234211,0.017912,-0.999837,0
2548,0,0,0,0,404,109,3061,769,3830,0.0218506,0.0436872,-0.998806,0
2711,0,0,0,0,477,114,3302,864,4166,0.00777698,0.0318169,-0.999463,0
2551,0,0,0,0,439,102,3092,779,3871,0.00678506,0.0191884,-0.999793,0
2613,0,0,0,0,420,172,3205,941,4146,0.015634,0.0213339,-0.99965,0
2630,0,0,0,0,427,113,3170,761,3931,0.00466997,0.0171585,-0.999842,0
3184,0,0,0,0,441,110,3735,1181,4916,0.0067834,0.0202521,-0.999772,0
2617,0,0,0,0,410,102,3129,752,3881,0.012745,0.0191907,-0.999735,0
2503,0,0,0,0,417,102,3022,975,3997,0.0167265,0.0149779,-0.999748,0
2540,0,0,0,0,450,99,3089,785,3874,0.0108978,0.0174375,-0.999789,0
2559,0,0,0,0,467,102,3128,807,3935,0.00142559,0.0236669,-0.999719,0
2707,0,0,0,0,447,116,3270,967,4237,0.0111561,0.024193,-0.999645,0
2536,0,0,0,0,523,134,3193,913,4106,0.00503726,0.0160444,-0.999859,0
2620,0,0,0,0,485,105,3210,829,4039,0.013715,0.0219424,-0.999665,0
2679,0,0,0,0,458,103,3240,853,4093,0.0107199,0.016596,-0.999805,0
2533,0,0,0,0,442,113,3088,742,3830,0.00826042,0.0176942,-0.999809,0
2685,0,0,0,0,523,106,3314,877,4191,0.00539463,0.0191118,-0.999803,0
2542,0,0,0,0,472,106,3120,762,3882,0.0150187,0.0176017,-0.999732,0
2665,0,0,0,0,512,102,3279,767,4046,0.00976706,0.0193698,-0.999765,0
2675,0,0,0,0,403,101,3179,857,4036,0.0128379,0.02229,-0.999669,0
2592,0,0,0,0,414,100,3106,834,3940,0.00964924,0.0228283,-0.999693,0
2623,0,0,0,0,404,101,3128,844,3972,0.0107315,0.0176117,-0.999787,0
2585,0,0,0,0,411,116,3112,850,3962,0.00700097,0.022149,-0.99973,0
2631,0,0,0,0,441,106,3178,844,4022,0.0123463,0.0171302,-0.999777,0
2529,0,0,0,0,436,100,3065,793,3858,0.00391302,0.0247945,-0.999685,0
2505,0,0,0,0,397,99,3001,767,3768,0.00609767,0.0211436,-0.999758,0
2570,0,0,0,0,424,103,3097,941,4038,0.00858762,0.0183499,-0.999795,0
2561,0,0,0,0,428,100,3089,804,3893,0.00155888,0.0304997,-0.999534,0
2558,0,0,0,0,419,112,3089,969,4058,0.00570157,0.0175081,-0.99983,0
2579,0,0,0,0,404,97,3080,875,3955,0.00133797,0.0199514,-0.9998,0
2577,0,0,0,0,421,103,3101,778,3879,0.00922979,0.0208457,-0.99974,0
2953,0,0,0,0,449,105,3507,774,4281,0.00748792,0.0172954,-0.999822,0
2600,0,0,0,0,398,109,3107,789,3896,0.0156462,0.0236672,-0.999597,0
2708,0,0,0,0,396,97,3201,819,4020,-0.00422421,0.024735,-0.999685,0
2570,0,0,0,0,401,112,3083,791,3874,0.00463777,0.0233107,-0.999718,0
2691,0,0,0,0,408,102,3201,786,3987,0.00263153,0.020586,-0.999785,0
2928,0,0,0,0,584,126,3638,975,4613,0.00777482,0.0203243,-0.999763,0
2691,0,0,0,0,460,101,3252,836,4088,0.00680157,0.0181639,-0.999812,0
2602,0,0,0,0,445,102,3149,965,4114,-0.000329794,0.0231886,-0.999731,0
2624,0,0,0,0,467,103,3194,768,3962,-0.00897986,0.0264553,-0.99961,0
2645,0,0,0,0,409,121,3175,886,4061,0.00105082,0.0481635,-0.998839,0
2899,0,0,0,0,403,101,3403,760,4163,0.00750707,0.020005,-0.999772,0
3019,0,0,0,0,406,99,3524,961,4485,0.0102944,0.0256004,-0.999619,0
2607,0,0,0,0,414,98,3119,768,3887,0.00779398,0.0166218,-0.999831,0
2535,0,0,0,0,417,100,3052,853,3905,-0.00196481,0.0319662,-0.999487,0
2799,0,0,0,0,487,101,3387,991,4378,0.0141638,0.0317996,-0.999394,0
2653,0,0,0,0,460,104,3217,927,4144,0.00328926,0.0330415,-0.999449,0
2713,0,0,0,0,408,98,3219,778,3997,0.000138259,0.0207508,-0.999785,0
2847,0,0,0,0,408,107,3362,860,4222,-0.00183326,0.0317457,-0.999494,0
2535,0,0,0,0,394,99,3028,721,3749,0.00640833,0.0163067,-0.999847,0
2570,0,0,0,0,416,132,3118,872,3990,0.0090086,0.014775,-0.99985,0
2544,0,0,0,0,408,115,3067,800,3867,0.00601531,0.0313278,-0.999491,0
2635,0,0,0,0,484,108,3227,799,4026,0.00372514,0.0272109,-0.999623,0
2591,0,0,0,0,401,101,3093,801,3894,0.00861605,0.0150685,-0.999849,0
2539,0,0,0,0,451,103,3093,790,3883,0.00538237,0.0184183,-0.999816,0
2508,0,0,0,0,421,100,3029,825,3854,0.0103184,0.0383801,-0.99921,0
2872,0,0,0,0,596,104,3572,1081,4653,0.0102963,0.0135559,-0.999855,0
2498,0,0,0,0,397,96,2991,776,3767,0.00557626,0.0183347,-0.999816,0
2523,0,0,0,0,456,142,3121,879,4000,0.0103583,0.0145059,-0.999841,0
2628,0,0,0,0,435,102,3165,806,3971,0.0113733,0.0261325,-0.999594,0
2530,0,0,0,0,418,113,3061,868,3929,0.0071943,0.0430155,-0.999049,0
2648,0,0,0,0,405,98,3151,802,3953,-0.00393879,0.0319178,-0.999483,0
2823,0,0,0,0,429,117,3369,921,4290,-0.000597288,0.0427902,-0.999084,0
2593,0,0,0,0,397,98,3088,856,3944,0.0193643,0.0340733,-0.999232,0
2612,0,0,0,0,447,113,3172,842,4014,0.00667116,0.0212554,-0.999752,0
2638,0,0,0,0,398,100,3136,825,3961,0.0192741,0.027506,-0.999436,0
2616,0,0,0,0,409,111,3136,797,3933,0.0103873,0.0227931,-0.999686,0
2581,0,0,0,0,394,100,3075,782,3857,0.00551079,0.0136764,-0.999891,0
2537,0,0,0,0,415,102,3054,790,3844,0.00921343,0.0177379,-0.9998,0
2579,0,0,0,0,488,112,3179,770,3949,-0.0123207,0.0275832,-0.999544,0
2455,0,0,0,0,403,105,2963,814,3777,0.00234981,0.0187641,-0.999821,0
2560,0,0,0,0,451,99,3110,808,3918,0.0101191,0.0147775,-0.99984,0
2537,0,0,0,0,433,109,3079,895,3974,0.00555378,0.0343119,-0.999396,0
2719,0,0,0,0,408,100,3227,813,4040,0.00922949,0.0247526,-0.999651,0
2623,0,0,0,0,420,111,3154,783,3937,0.00392154,0.0163942,-0.999858,0
2589,0,0,0,0,402,145,3136,730,3866,0.00409894,0.0186976,-0.999817,0
2549,0,0,0,0,439,115,3103,791,3894,0.011648,0.0178465,-0.999773,0
2553,0,0,0,0,396,103,3052,1329,4381,0.00157518,0.0197009,-0.999805,0
2707,0,0,0,0,420,101,3228,821,4049,0.0126163,0.0280248,-0.999528,0
2579,0,0,0,0,402,101,3082,815,3897,0.0202271,0.030487,-0.99933,0
2558,0,0,0,0,557,106,3221,839,4060,0.00822802,0.0162299,-0.999834,0
2495,0,0,0,0,398,100,2993,776,3769,0.00240358,0.0224049,-0.999746,0
2888,0,0,0,0,416,105,3409,809,4218,0.012172,0.0317158,-0.999423,0
2554,0,0,0,0,405,99,3058,782,3840,0.0113591,0.0150532,-0.999822,0
2683,0,0,0,0,396,114,3193,832,4025,0.014062,0.0201877,-0.999697,0
2589,0,0,0,0,416,108,3113,839,3952,0.00267331,0.0190686,-0.999815,0
3825,0,0,0,0,675,135,4635,1330,5965,0.00591126,0.0254268,-0.999659,0
2691,0,0,0,0,405,97,3193,817,4010,0.00780648,0.0183996,-0.9998,0
2657,0,0,0,0,422,123,3202,868,4070,0.00675784,0.0197962,-0.999781,0
2648,0,0,0,0,408,105,3161,808,3969,0.0113905,0.0172839,-0.999786,0
2544,0,0,0,0,599,132,3275,866,4141,0.00738708,0.0237867,-0.99969,0
2791,0,0,0,0,405,138,3334,943,4277,0.0180478,0.0186617,-0.999663,0
2576,0,0,0,0,483,120,3179,859,4038,0.016581,0.0164225,-0.999728,0
2576,0,0,0,0,397,97,3070,791,3861,0.0127584,0.01505,-0.999805,0
2684,0,0,0,0,406,106,3196,893,4089,0.00297122,0.0230786,-0.999729,0
2666,0,0,0,0,408,106,3180,829,4009,0.0119473,0.0172517,-0.99978,0
2974,0,0,0,0,522,136,3632,846,4478,0.0174851,0.00616437,-0.999828,0
2557,0,0,0,0,405,97,3059,734,3793,-0.000759969,0.0352258,-0.999379,0
2686,0,0,0,0,545,128,3359,768,4127,0.00434227,0.0179617,-0.999829,0
2661,0,0,0,0,415,99,3175,821,3996,0.0149861,0.0433181,-0.998949,0
2561,0,0,0,0,425,98,3084,800,3884,0.00117661,0.0167647,-0.999859,0
2565,0,0,0,0,405,98,3068,830,3898,0.0102996,0.0145662,-0.999841,0
2604,0,0,0,0,469,124,3197,841,4038,0.00788816,0.0147153,-0.999861,0
2660,0,0,0,0,428,100,3188,832,4020,0.00871406,0.0172815,-0.999813,0
2681,0,0,0,0,490,117,3288,974,4262,0.00847727,0.0177157,-0.999807,0
2585,0,0,0,0,412,98,3095,798,3893,-0.00260743,0.0377264,-0.999285,0
2577,0,0,0,0,429,163,3169,914,4083,0.0104308,0.0239151,-0.99966,0
2623,0,0,0,0,402,101,3126,780,3906,0.00322098,0.0164206,-0.99986,0
2794,0,0,0,0,403,99,3296,790,4086,0.000538668,0.0277136,-0.999616,0
2522,0,0,0,0,427,102,3051,815,3866,0.00800901,0.00284576,-0.999964,0
2554,0,0,0,0,473,103,3130,854,3984,0.0084315,0.0275373,-0.999585,0
2509,0,0,0,0,429,99,3037,810,3847,0.00061332,0.0306714,-0.999529,0
2577,0,0,0,0,444,107,3128,883,4011,0.000701403,0.0291722,-0.999574,0
2527,0,0,0,0,478,104,3109,802,3911,0.00915645,0.0270857,-0.999591,0
2636,0,0,0,0,565,108,3309,759,4068,0.0180986,0.0468774,-0.998737,0
2570,0,0,0,0,407,102,3079,744,3823,0.00681456,0.0354486,-0.999348,0
2834,0,0,0,0,451,109,3394,887,4281,0.002739,0.0199964,-0.999796,0
2469,0,0,0,0,446,103,3018,838,3856,0.0081131,0.0156553,-0.999845,0
2779,0,0,0,0,426,120,3325,797,4122,0.00554278,0.021242,-0.999759,0
2646,0,0,0,0,450,102,3198,749,3947,0.010212,0.0237415,-0.999666,0
2650,0,0,0,0,412,108,3170,773,3943,0.00322958,0.0196905,-0.999801,0
2506,0,0,0,0,442,99,3047,857,3904,-0.000273599,0.0242268,-0.999706,0
2496,0,0,0,0,466,104,3066,809,3875,0.012274,0.0319361,-0.999415,0
2585,0,0,0,0,459,106,3150,770,3920,0.00696156,0.0166163,-0.999838,0
2813,0,0,0,0,499,98,3410,807,4217,0.00546344,0.0244536,-0.999686,0
2719,0,0,0,0,408,101,3228,897,4125,-0.0011957,0.0318989,-0.99949,0
2623,0,0,0,0,422,152,3197,744,3941,-0.00445915,0.0296139,-0.999551,0
3210,0,0,0,0,403,104,3717,729,4446,0.00326892,0.0218928,-0.999755,0
2727,0,0,0,0,401,101,3229,860,4089,0.00999382,0.0127833,-0.999868,0
2544,0,0,0,0,464,128,3136,795,3931,0.0145864,0.0194615,-0.999704,0
2774,0,0,0,0,455,103,3332,845,4177,0.0140896,0.016268,-0.999768,0
2530,0,0,0,0,402,104,3036,870,3906,0.00779885,0.0246532,-0.999666,0
2622,0,0,0,0,414,105,3141,741,3882,0.0117378,0.0127284,-0.99985,0
2702,0,0,0,0,402,97,3201,777,3978,-1.21801e-05,0.0192982,-0.999814,0
2811,0,0,0,0,1007,103,3921,938,4859,0.0128429,0.0418688,-0.999041,0
2590,0,0,0,0,403,97,3090,827,3917,0.0162993,0.0198579,-0.99967,0
2796,0,0,0,0,557,105,3458,822,4280,0.00767621,0.0277865,-0.999584,0
2618,0,0,0,0,404,97,3119,856,3975,0.00550984,0.0219234,-0.999744,0
2643,0,0,0,0,571,136,3350,879,4229,0.0101344,0.0237476,-0.999667,0
2587,0,0,0,0,427,104,3118,729,3847,0.0093715,0.0173995,-0.999805,0
2647,0,0,0,0,487,101,3235,828,4063,0.00571271,0.0163085,-0.999851,0
2563,0,0,0,0,403,97,3063,859,3922,0.00526122,0.0279714,-0.999595,0
2786,0,0,0,0,489,138,3413,739,4152,0.00348445,0.0184748,-0.999823,0
2645,0,0,0,0,402,104,3151,878,4029,0.00830909,0.0448337,-0.99896,0
2802,0,0,0,0,515,101,3418,939,4357,0.0117745,0.0346031,-0.999332,0
2538,0,0,0,0,541,112,3191,848,4039,0.00225308,0.0243758,-0.9997,0
2735,0,0,0,0,403,99,3237,836,4073,0.00777986,0.0191693,-0.999786,0
2664,0,0,0,0,412,111,3187,787,3974,0.00523202,0.0224991,-0.999733,0
2632,0,0,0,0,489,100,3221,814,4035,0.00809679,0.039051,-0.999204,0
2540,0,0,0,0,398,100,3038,745,3783,0.0207672,0.0328008,-0.999246,0
2638,0,0,0,0,424,110,3172,863,4035,0.0125016,0.0201553,-0.999719,0
2611,0,0,0,0,411,117,3139,804,3943,-0.0014701,0.0225796,-0.999744,0
2897,0,0,0,0,404,98,3399,841,4240,0.0144525,0.0454635,-0.998861,0
2527,0,0,0,0,404,100,3031,804,3835,0.0331158,-0.00821963,-0.999418,0
2843,0,0,0,0,453,98,3394,819,4213,0.0170739,0.0195338,-0.999663,0
2541,0,0,0,0,402,109,3052,742,3794,0.0134898,0.0262662,-0.999564,0
2624,0,0,0,0,404,98,3126,764,3890,0.00592479,0.0155322,-0.999862,0
2595,0,0,0,0,405,97,3097,808,3905,0.0175255,0.0256307,-0.999518,0
2750,0,0,0,0,425,102,3277,794,4071,0.00559748,0.0184799,-0.999814,0
2603,0,0,0,0,409,122,3134,873,4007,0.00760156,0.0219509,-0.99973,0
2686,0,0,0,0,402,102,3190,789,3979,0.0115066,0.0171336,-0.999787,0
2498,0,0,0,0,441,111,3050,815,3865,0.0101802,0.0172891,-0.999799,0
3055,0,0,0,0,403,164,3622,757,4379,0.00656559,0.0205843,-0.999767,0
3087,0,0,0,0,403,102,3592,758,4350,0.00705243,0.0327097,-0.99944,0
2559,0,0,0,0,418,106,3083,724,3807,0.00489068,0.0161412,-0.999858,0
2585,0,0,0,0,396,100,3081,789,3870,0.000478065,0.0251851,-0.999683,0
2800,0,0,0,0,439,102,3341,891,4232,0.00267018,0.0171921,-0.999849,0
2797,0,0,0,0,442,107,3346,752,4098,0.0133803,0.0314834,-0.999415,0
2641,0,0,0,0,422,117,3180,832,4012,0.0097038,0.0254687,-0.999629,0
2864,0,0,0,0,472,103,3439,941,4380,0.00465308,0.0201759,-0.999786,0
2675,0,0,0,0,470,101,3246,818,4064,0.01343,0.013612,-0.999817,0
2679,0,0,0,0,426,102,3207,828,4035,0.0134587,0.0271309,-0.999541,0
2592,0,0,0,0,601,106,3299,747,4046,0.0184981,0.0240271,-0.99954,0
2513,0,0,0,0,454,109,3076,751,3827,0.00485964,0.0234918,-0.999712,0
2735,0,0,0,0,451,106,3292,781,4073,0.00316778,0.0157478,-0.999871,0
2704,0,0,0,0,403,100,3207,786,3993,0.012645,0.0126419,-0.99984,0
2524,0,0,0,0,430,108,3062,872,3934,0.00165094,0.0227851,-0.999739,0
2687,0,0,0,0,413,120,3220,818,4038,0.00584552,0.0149442,-0.999871,0
2526,0,0,0,0,416,102,3044,751,3795,0.00791055,0.0260303,-0.99963,0
2630,0,0,0,0,398,98,3126,822,3948,0.0128921,0.0173055,-0.999767,0
2643,0,0,0,0,507,109,3259,922,4181,0.00892898,0.0168035,-0.999819,0
2663,0,0,0,0,427,99,3189,868,4057,0.0061381,0.0217485,-0.999745,0
3639,0,0,0,0,651,128,4418,1265,5683,0.00811067,0.0149912,-0.999855,0
2543,0,0,0,0,462,100,3105,754,3859,0.00800726,0.0226126,-0.999712,0
2784,0,0,0,0,398,102,3284,822,4106,0.00854046,0.0166349,-0.999825,0
2547,0,0,0,0,397,113,3057,801,3858,0.0151969,0.0304196,-0.999422,0
2648,0,0,0,0,465,101,3214,807,4021,0.0102553,0.0102977,-0.999894,0
2541,0,0,0,0,403,99,3043,829,3872,0.00619234,0.0224913,-0.999728,0
2630,0,0,0,0,407,121,3158,824,3982,0.00279244,0.023957,-0.999709,0
2582,0,0,0,0,495,102,3179,807,3986,0.00145364,0.0175495,-0.999845,0
2668,0,0,0,0,471,121,3260,849,4109,0.0100416,0.0137177,-0.999855,0
3861,0,0,0,0,699,158,4718,1322,6040,0.0194539,0.0226042,-0.999555,0
2857,0,0,0,0,410,112,3379,804,4183,0.00949379,0.0174934,-0.999802,0
2657,0,0,0,0,436,101,3194,798,3992,0.00776798,0.0190563,-0.999788,0
2591,0,0,0,0,417,131,3139,927,4066,0.0140681,0.0281213,-0.999506,0
2783,0,0,0,0,407,98,3288,829,4117,-0.000222444,0.0285641,-0.999592,0
2633,0,0,0,0,404,101,3138,757,3895,0.00917668,0.015026,-0.999845,0
2597,0,0,0,0,403,101,3101,858,3959,0.00765716,0.0188173,-0.999794,0
2608,0,0,0,0,497,100,3205,878,4083,0.00845031,0.0140566,-0.999865,0
2688,0,0,0,0,400,97,3185,766,3951,0.00784818,0.0184955,-0.999798,0
2866,0,0,0,0,550,110,3526,962,4488,0.0178378,0.0288845,-0.999424,0
2580,0,0,0,0,447,101,3128,776,3904,0.00847483,0.0162469,-0.999832,0
2657,0,0,0,0,454,155,3266,869,4135,0.0149851,0.0218412,-0.999649,0
2674,0,0,0,0,466,99,3239,856,4095,0.0075957,0.0354596,-0.999342,0
2617,0,0,0,0,401,149,3167,781,3948,-0.00197787,0.0261309,-0.999657,0
2643,0,0,0,0,396,100,3139,834,3973,0.00718034,0.0201691,-0.999771,0
2634,0,0,0,0,479,102,3215,807,4022,0.0101405,0.0225085,-0.999695,0
2713,0,0,0,0,398,101,3212,725,3937,0.00346299,0.024287,-0.999699,0
2742,0,0,0,0,397,98,3237,799,4036,0.0167258,0.0232323,-0.99959,0
2530,0,0,0,0,426,103,3059,779,3838,0.0135192,0.0221682,-0.999663,0
2791,0,0,0,0,466,106,3363,845,4208,-0.00352264,0.0289232,-0.999575,0
2584,0,0,0,0,402,107,3093,837,3930,0.00332273,0.0300803,-0.999542,0
2539,0,0,0,0,435,118,3092,770,3862,0.0105089,0.0221254,-0.9997,0
2609,0,0,0,0,410,109,3128,767,3895,0.000994147,0.0203688,-0.999792,0
2627,0,0,0,0,404,108,3139,882,4021,0.0114856,0.0191946,-0.99975,0
2639,0,0,0,0,425,100,3164,788,3952,0.00623894,0.0187484,-0.999805,0
2707,0,0,0,0,401,100,3208,753,3961,0.00232526,0.026835,-0.999637,0
2628,0,0,0,0,393,98,3119,867,3986,0.00286022,0.019123,-0.999813,0
2687,0,0,0,0,432,111,3230,867,4097,0.0165086,0.0372076,-0.999171,0
2553,0,0,0,0,444,100,3097,777,3874,0.00116743,0.0299266,-0.999551,0
2637,0,0,0,0,440,115,3192,950,4142,-0.00838112,0.0363221,-0.999305,0
2469,0,0,0,0,452,112,3033,822,3855,0.00851352,0.0179719,-0.999802,0
2535,0,0,0,0,439,137,3111,920,4031,0.00192846,0.0163102,-0.999865,0
